key;section;texte;texte_en;texte_en;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub1.conclusion_text_suffix;Diagbox Gazon QNA Reco;Spécifications techniques et prix des Diagbox recommandées;[EN] Spécifications techniques et prix des Diagbox recommandées;Technical specifications and prices of recommended Diagboxes;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub2.recommendation_text;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub2.conclusion_text_prefix;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub2.conclusion_text_suffix;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub3.recommendation_text;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub3.conclusion_text_prefix;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub3.conclusion_text_suffix;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub4.recommendation_text;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub4.conclusion_text_prefix;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub4.conclusion_text_suffix;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub5.recommendation_text;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub5.conclusion_text_prefix;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub5.conclusion_text_suffix;Diagbox Gazon QNA Reco;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q2_sub1.recommendation_text;Diagbox Gazon QNA Reco;Nos recommandations :;[EN] Nos recommandations :;Our recommendations:;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q2_sub1.conclusion_text_prefix;Diagbox Gazon QNA Reco;"**Connaissez l'état réel de votre gazon** : faites un **diagnostic complet (feuilles et les racines)** de votre pelouse (Diagbox PF00049) pour identifier vos risques à court et moyen terme.

Définissez avec nous **un plan de suivi**, adapté à votre situation et à votre budget : en fonction des pathogènes identifiés et des caractéristiques de votre stade, nous vous conseillons sur les actions à entreprendre, et nous vous accompagnons pour les mettre en place dans la durée, avec des **outils de visualisation des résultats** pour optimiser les apports de produits de traitement.

**Vous maîtrisez vos risques et réduisez vos coûts d'entretien dans la durée**.";"[EN] **Connaissez l'état réel de votre gazon** : faites un **diagnostic complet (feuilles et les racines)** de votre pelouse (Diagbox PF00049) pour identifier vos risques à court et moyen terme.

Définissez avec nous **un plan de suivi**, adapté à votre situation et à votre budget : en fonction des pathogènes identifiés et des caractéristiques de votre stade, nous vous conseillons sur les actions à entreprendre, et nous vous accompagnons pour les mettre en place dans la durée, avec des **outils de visualisation des résultats** pour optimiser les apports de produits de traitement.

**Vous maîtrisez vos risques et réduisez vos coûts d'entretien dans la durée**.";"**Know the real condition of your lawn**: carry out a **complete diagnosis (leaves and roots)** of your lawn (Diagbox PF00049) to identify your short and medium term risks.

Define with us **a monitoring plan**, adapted to your situation and your budget: depending on the pathogens identified and the characteristics of your stadium, we advise you on the actions to be taken, and we support you in implementing them over time, wi

**You control your risks and reduce your maintenance costs over time**.";;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q2_sub1.conclusion_text_suffix;Diagbox Gazon QNA Reco;Spécifications techniques et prix des Diagbox recommandées;[EN] Spécifications techniques et prix des Diagbox recommandées;Technical specifications and prices of recommended Diagboxes;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q3.recommendation_text;Diagbox Gazon QNA Reco;Nos recommandations :;[EN] Nos recommandations :;Our recommendations:;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q3.conclusion_text_prefix;Diagbox Gazon QNA Reco;"Réalisez **le plus rapidement possible** la quantification des pathogènes présents en nous envoyant des feuilles des zones touchées. Pour cela, utilisez la Diagbox PF00018 si l'apparition des symptômes a lieu en été, ou PF 00019 en hivers. 

Pour encore **plus de réactivité et de facilité, disposez dans vos stocks ** de la Diagbox PF00020 qui couvre l'ensemble des pathogènes : **utilisez-la dès que des symptômes apparaissent**.

**Si plusieurs zone différentes sont déjà touchées**, réalisez de préférence **un prélèvement différent pour chaque zone** avec les Diagbox retenues: vous disposerz d'un diagnostic pour chaque endroit touché et vous pourrez aller vers des solutions encore plus adaptées.

Nous vous accompagnons dans le suivi des traitements, et pour voir avec vous si des diagnostics des autres compartiments (racine, sols) sont nécessaires.";"[EN] Réalisez **le plus rapidement possible** la quantification des pathogènes présents en nous envoyant des feuilles des zones touchées. Pour cela, utilisez la Diagbox PF00018 si l'apparition des symptômes a lieu en été, ou PF 00019 en hivers. 

Pour encore **plus de réactivité et de facilité, disposez dans vos stocks ** de la Diagbox PF00020 qui couvre l'ensemble des pathogènes : **utilisez-la dès que des symptômes apparaissent**.

**Si plusieurs zone différentes sont déjà touchées**, réalisez de préférence **un prélèvement différent pour chaque zone** avec les Diagbox retenues: vous disposerz d'un diagnostic pour chaque endroit touché et vous pourrez aller vers des solutions encore plus adaptées.

Nous vous accompagnons dans le suivi des traitements, et pour voir avec vous si des diagnostics des autres compartiments (racine, sols) sont nécessaires.";"**As soon as possible**, quantify the pathogens present by sending us sheets of the affected areas. To do this, use Diagbox PF00018 if symptoms appear in summer, or PF 00019 in winter.

For even more responsiveness and ease, have the Diagbox PF00020 in your stock, which covers all pathogens: use it as soon as symptoms appear.

**If several different areas are already affected**, preferably take **a different sample for each area** with the Diagbox selected: you will have a diagnosis for each affected area and you will be able to move towards even more suitable solutions.

We support you in monitoring treatments, and to see with you if diagnostics of other compartments (root, soil) are necessary.";;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q3.conclusion_text_suffix;Diagbox Gazon QNA Reco;Spécifications techniques et prix des Diagbox recommandées;[EN] Spécifications techniques et prix des Diagbox recommandées;Technical specifications and prices of recommended Diagboxes;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q4_combined.recommendation_text;Diagbox Gazon QNA Reco;Nos recommandations :;[EN] Nos recommandations :;Our recommendations:;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q4_combined.conclusion_text_prefix;Diagbox Gazon QNA Reco;"Réalisez **un diagnostic des sols** avant tout nouveau plaquage, avec la Diagbox PF 00047 : les pathogènes présents dans les sols, même en faibles quantités, représentent un **risque de long terme** et peuvent conduire à la destruction prématurée de votre pelouse, ou à des **surcoûts d'entretien**. Nous vous accompagnerons ensuite au besoin dans le suivi des traitements et de l'état de santé du sol. 

Vous voulez encore mieux sécuriser votre investissement ? **Testez également les plaquages livrés**, pour évaluer leur bon état (Diagbox PF 00049), ou demandez à votre fournisseur une preuve de ce bon état, par exemple avec un relevé de mesures réalisées par ses soins.

Pour la réalisation de l'ensemble des analyses par vous même, utilisez la Digabox PF 00050 qui **intègre les analyses des trois compartiments (sols + feuilles et racines)** à un prix réduit.";"[EN] Réalisez **un diagnostic des sols** avant tout nouveau plaquage, avec la Diagbox PF 00047 : les pathogènes présents dans les sols, même en faibles quantités, représentent un **risque de long terme** et peuvent conduire à la destruction prématurée de votre pelouse, ou à des **surcoûts d'entretien**. Nous vous accompagnerons ensuite au besoin dans le suivi des traitements et de l'état de santé du sol. 

Vous voulez encore mieux sécuriser votre investissement ? **Testez également les plaquages livrés**, pour évaluer leur bon état (Diagbox PF 00049), ou demandez à votre fournisseur une preuve de ce bon état, par exemple avec un relevé de mesures réalisées par ses soins.

Pour la réalisation de l'ensemble des analyses par vous même, utilisez la Digabox PF 00050 qui **intègre les analyses des trois compartiments (sols + feuilles et racines)** à un prix réduit.";"Carry out a **soil diagnosis** before any new sowing, with the Diagbox PF 00047: pathogens present in the soil, even in small quantities, represent a **long-term risk** and can lead to the premature destruction of your lawn, or to **additional maintenance

Want to further secure your investment? **Also test the delivered veneers** to assess their good condition (Diagbox PF 00049), or ask your supplier for proof of this good condition, for example with a record of measurements taken by them.

To carry out all the analyses yourself, use the Digabox PF 00050 which **integrates the analyses of the three compartments (soil + leaves and roots)** at a reduced price.";;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q4_combined.conclusion_text_suffix;Diagbox Gazon QNA Reco;Spécifications techniques et prix des Diagbox recommandées;[EN] Spécifications techniques et prix des Diagbox recommandées;Technical specifications and prices of recommended Diagboxes;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_bon_a_savoir.q1;Diagbox Gazon QNA BonASavoir;"La **Pyriculariose** est malheureusement une maladie pour laquelle **il n'existe pas de traitement vraiment efficace quand elle est déjà bien installée**. 
Quand ses atteintes commencent à être visibles, la maladie a toutes les chances de s'étendre malgré les traitements et de détruire une pelouse en quelques jours si les conditions sont favorables. 
En revanche, une **action très précoce** a de fortes chances **d'enrayer son développement**.
IAGE a défini des outils de **détection précoce** pour vous permettre **d'intervenir à un stade où la maladie peut être efficacement combattue**. ";"[EN] La **Pyriculariose** est malheureusement une maladie pour laquelle **il n'existe pas de traitement vraiment efficace quand elle est déjà bien installée**. 
Quand ses atteintes commencent à être visibles, la maladie a toutes les chances de s'étendre malgré les traitements et de détruire une pelouse en quelques jours si les conditions sont favorables. 
En revanche, une **action très précoce** a de fortes chances **d'enrayer son développement**.
IAGE a défini des outils de **détection précoce** pour vous permettre **d'intervenir à un stade où la maladie peut être efficacement combattue**. ";"**Pyriculariasis** is unfortunately a disease for which **there is no truly effective treatment once it has already become established**.
When its attacks begin to be visible, the disease has every chance of spreading despite treatments and destroying a lawn in a few days if conditions are favorable.
On the other hand, **very early action** has a strong chance of **stopping its development**.
IAGE has defined **early detection** tools to enable you to **intervene at a stage where the disease can be effectively combated**.";;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_bon_a_savoir.q2;Diagbox Gazon QNA BonASavoir;"**Depuis le 1er janvier 2025**, la loi Labbé de 2014 impose la **suppression des produits phytosanitaires de synthèse** pour le traitement des gazons sportifs. 
**Le nombre de produits utilisables est réduit** et vous avez peut être dû revoir vos programmes de traitement.
**Chaque terrain est spécifique** : type et origine du gazon, sols, météo, usages,... autant de facteurs qui modifient les types de maladies qui peuvent toucher votre terrain et la façon dont elles peuvent évoluer. 
IAGE a développé une expérience concrète qui lui permet d'**adapter pour votre cas particulier ses conseils et l'usage de ses outils**, afin d'assurer un **suivi des risques de court ou moyen termes (feuilles et racines), et des risques à long terme (sol)** adaptés à votre situation et à votre budget.";"[EN] **Depuis le 1er janvier 2025**, la loi Labbé de 2014 impose la **suppression des produits phytosanitaires de synthèse** pour le traitement des gazons sportifs. 
**Le nombre de produits utilisables est réduit** et vous avez peut être dû revoir vos programmes de traitement.
**Chaque terrain est spécifique** : type et origine du gazon, sols, météo, usages,... autant de facteurs qui modifient les types de maladies qui peuvent toucher votre terrain et la façon dont elles peuvent évoluer. 
IAGE a développé une expérience concrète qui lui permet d'**adapter pour votre cas particulier ses conseils et l'usage de ses outils**, afin d'assurer un **suivi des risques de court ou moyen termes (feuilles et racines), et des risques à long terme (sol)** adaptés à votre situation et à votre budget.";"**Since January 1, 2025**, the Labbé law of 2014 requires the **elimination of synthetic phytosanitary products** for the treatment of sports turf.
**The number of usable products is reduced** and you may have had to review your treatment programs.
**Each pitch is specific**: type and origin of the grass, soil, weather, uses, etc. so many factors that modify the types of diseases that can affect your pitch and the way in which they can develop.
IAGE has developed concrete experience that allows it to **adapt its advice and the use of its tools to your specific case**, in order to ensure **monitoring of short or medium-term risks (leaves and roots), and long-term risks (soil)** adapted to your si";;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_bon_a_savoir.q3;Diagbox Gazon QNA BonASavoir;"Une **détérioration visible** du gazon indique un **niveau déjà important** du ou des pathogènes en cause. 
De plus, derrière l'agent principal qui peut souvent être identifié visuellement, des agents secondaires peuvent aussi être présents. Ils peuvent profiter du premier ou seront des facteurs aggravant en se développant à la place du premier si les traitements retenus ne sont pas adaptés.
IAGE a défini des outils pour **identifier au plus vite tous les agents responsables**, et vous permettre de mettre en place les traitements adaptés avec le plus de chances de sauver la pelouse et de limiter vos coûts d'entretien.";"[EN] Une **détérioration visible** du gazon indique un **niveau déjà important** du ou des pathogènes en cause. 
De plus, derrière l'agent principal qui peut souvent être identifié visuellement, des agents secondaires peuvent aussi être présents. Ils peuvent profiter du premier ou seront des facteurs aggravant en se développant à la place du premier si les traitements retenus ne sont pas adaptés.
IAGE a défini des outils pour **identifier au plus vite tous les agents responsables**, et vous permettre de mettre en place les traitements adaptés avec le plus de chances de sauver la pelouse et de limiter vos coûts d'entretien.";"**Visible deterioration** of the lawn indicates an **already significant level** of the pathogen(s) in question.
Furthermore, behind the primary agent, which can often be identified visually, secondary agents may also be present. They may take advantage of the primary agent or become aggravating factors by developing in place of the primary agent if the chosen treat
IAGE has developed tools to **identify all the responsible agents as quickly as possible**, and allow you to implement the appropriate treatments with the best chance of saving your lawn and limiting your maintenance costs.";;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_bon_a_savoir.q4;Diagbox Gazon QNA BonASavoir;"Installer un nouveau plaquage représente un **investissement conséquent**. 
L'absence d'évaluation de la santé des sols ou du gazon apportés peut permettre à des pathogènes présents dans le sol ou apportés par le plaquages de proliférer, **conduisant à des coûts d'entretiens élevés**, voir au pire à la ruine de la nouvelle pelouse. 
IAGE a défini des outils pour assurer une **vérification préalable des états de santé de chaque compartiment** (sol, racines, feuilles) pour réduire les risques au regard de l'investissement réalisé.
Ces analyses ont déjà été utilisées dans le cas d'un litige sur l'origine d'une dégradation après un plaquage.";"[EN] Installer un nouveau plaquage représente un **investissement conséquent**. 
L'absence d'évaluation de la santé des sols ou du gazon apportés peut permettre à des pathogènes présents dans le sol ou apportés par le plaquages de proliférer, **conduisant à des coûts d'entretiens élevés**, voir au pire à la ruine de la nouvelle pelouse. 
IAGE a défini des outils pour assurer une **vérification préalable des états de santé de chaque compartiment** (sol, racines, feuilles) pour réduire les risques au regard de l'investissement réalisé.
Ces analyses ont déjà été utilisées dans le cas d'un litige sur l'origine d'une dégradation après un plaquage.";"Installing new veneer is a **significant investment**.
Failure to assess the health of the soil or turf brought in can allow pathogens present in the soil or brought in by the paving to proliferate, **leading to high maintenance costs**, or at worst to the ruin of the new lawn.
IAGE has defined tools to ensure a **prior verification of the health status of each compartment** (soil, roots, leaves) to reduce risks with regard to the investment made.
These analyses have already been used in the case of a dispute over the origin of degradation after a tackle.";;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_bon_a_savoir.q5;Diagbox Gazon QNA BonASavoir;"**Chaque terrain est spécifique** : type et origine du gazon, sols, météo, usages,... autant de facteurs qui modifient les types de maladies qui peuvent toucher votre terrain et la façon dont elles peuvent évoluer. Vous avez aussi de votre côté des attentes ou des contraintes propres
Il y a donc en effet de nombreuses situations différentes ! N'hésitez pas à **nous contacter**, nous serons heureux de voir avec vous comment vous aider au mieux";"[EN] **Chaque terrain est spécifique** : type et origine du gazon, sols, météo, usages,... autant de facteurs qui modifient les types de maladies qui peuvent toucher votre terrain et la façon dont elles peuvent évoluer. Vous avez aussi de votre côté des attentes ou des contraintes propres
Il y a donc en effet de nombreuses situations différentes ! N'hésitez pas à **nous contacter**, nous serons heureux de voir avec vous comment vous aider au mieux";"**Each pitch is unique**: type and origin of the grass, soil, weather, usage, etc., all factors that affect the types of diseases that can affect your pitch and how they can develop. You also have your own expectations and constraints.
So there are indeed many different situations! Don't hesitate to **contact us**, we will be happy to see how we can best help you.";;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000015;Diagbox Gazon QNA Intros;Pour un diagnostic global de tous les pathogènes du gazon (lingette);[EN] Pour un diagnostic global de tous les pathogènes du gazon (lingette);For a comprehensive diagnosis of all lawn pathogens (wipe);;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000020;Diagbox Gazon QNA Intros;Pour quantifier précisément le risque principal et les pathogènes secondaires (déchets de tonte);[EN] Pour quantifier précisément le risque principal et les pathogènes secondaires (déchets de tonte);To precisely quantify the main risk and secondary pathogens (grass cuttings);;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000011;Diagbox Gazon QNA Intros;Pour cibler uniquement la pyriculariose (lingette);[EN] Pour cibler uniquement la pyriculariose (lingette);To target only pyriculariosis (wipe);;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000016;Diagbox Gazon QNA Intros;Pour quantifier la pyriculariose (déchets de tonte);[EN] Pour quantifier la pyriculariose (déchets de tonte);To quantify pyriculariosis (grass cuttings);;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000018;DiagBox Gazon QNA Intros;Pour un contrôle ciblé sur des portions du gazon en été;[EN] Pour un contrôle ciblé sur des portions du gazon en été;For targeted control on sections of the lawn in summer;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000019;DiagBox Gazon QNA Intros;Pour un contrôle ciblé sur des portions du gazon en hivers;[EN] Pour un contrôle ciblé sur des portions du gazon en hivers;For targeted control on sections of the lawn in winter;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000020;DiagBox Gazon QNA Intros;Pour quantifier précisément le risque principal et les pathogènes secondaires (déchets de tonte);[EN] Pour quantifier précisément le risque principal et les pathogènes secondaires (déchets de tonte);To precisely quantify the main risk and secondary pathogens (grass cuttings);;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000047;DiagBox Gazon QNA Intros;Pour contrôler l'état du sol (substrat);[EN] Pour contrôler l'état du sol (substrat);To check the condition of the soil (substrate);;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000048;DiagBox Gazon QNA Intros;Pour contrôler l'état des racines;[EN] Pour contrôler l'état des racines;To check the condition of the roots;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000049;DiagBox Gazon QNA Intros;Pour un suivi conjoint racines et partie aérienne;[EN] Pour un suivi conjoint racines et partie aérienne;For joint monitoring of roots and aerial part;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_intro.reco_PF000050;DiagBox Gazon QNA Intros;Pour un état de santé des trois compartiments (sol + racines + gazon) ou sécuriser un nouveau plaquage;[EN] Pour un état de santé des trois compartiments (sol + racines + gazon) ou sécuriser un nouveau plaquage;For a health condition of the three compartments (soil + roots + grass) or to secure a new plating;;;;;;;;;;;;;;;;;;;;;;;;;;;
home.sectors.mobile_nav_domaine1;Home (Secteurs);Santé;[EN] Santé;Health;;;;;;;;;;;;;;;;;;;;;;;;;;;
home.sectors.mobile_nav_domaine2;Home (Secteurs);Agriculture;[EN] Agriculture;Agriculture;;;;;;;;;;;;;;;;;;;;;;;;;;;
home.sectors.mobile_nav_domaine3;Home (Secteurs);Industrie;[EN] Industrie;Industry;;;;;;;;;;;;;;;;;;;;;;;;;;;
home.sectors.mobile_nav_domaine4;Home (Secteurs);Gazons;[EN] Gazons;Lawns;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox_poultry.page.cta_button;Diagbox Poultry (Page);Protéger mon élevage avec DiagBox®;[EN] Protéger mon élevage avec DiagBox®;Protect my stock with DiagBox®;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.mainpage.title;Diagbox Main Page;Les DiagBox® IAGE;[EN] Les DiagBox® IAGE;IAGE's DiagBox®;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step1.text;Diagbox Process;1. Ouvrez votre kit DiagBox® et trouvez la notice;[EN] Collect your sample following the instructions in the notice;1. Open your DiagBox® and find the notice instructions;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step1.title;Diagbox Process;Step 1;[EN] Step 1;Step 1;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step2.text;Diagbox Process;2. Récoltez votre échantillon en suivant les instructions inscrites dans la notice;[EN] Register via the link in the notice;2. Collect your sample following the instructions in the notice;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step2.title;Diagbox Process;Step 2;[EN] Step 2;Step 2;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step3.text;Diagbox Process;3. Enregistrez-vous via le lien qui se trouve dans la notice;[EN] Send your sample and receive your analysis results 48 hours after receipt by the IAGE laboratory;3. Register via the link in the notice;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step3.title;Diagbox Process;Step 3;Envoyez votre échantillon et vous recevrez vos résultats d'analyse 48h après sa réception par le laboratoire IAGE;Step 3;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step4.text;Diagbox Process;4. Envoyez votre échantillon avec l'enveloppe prépayée;[EN] Send your sample to the laboratory;4. Send your sample and receive your analysis results 48 hours after receipt by the IAGE laboratory;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step4.title;Diagbox Process;Step 4;[EN] Step 4;Step 4;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step5.text;Diagbox Process;5. Recevrez vos résultats d'analyse 48h après sa réception par le laboratoire IAGE;[EN] Receive your results within 48 hours;5. Receive your results within 48 hours after receipt by IAGE laboratory;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.process.step5.title;Diagbox Process;Step 5;[EN] Step 5;[EN] Step 5;;;;;;;;;;;;;;;;;;;;;;;;;;;
home.sectors.09.description;Home (Secteurs);Diagnostic des pathogènes des gazons de golf et suivi de la qualité des greens;[EN] Golf course turf pathogen diagnostics and green quality monitoring;[EN] Golf course turf pathogen diagnostics and green quality monitoring;;;;;;;;;;;;;;;;;;;;;;;;;;;
home.sectors.09.name;Home (Secteurs);Gazons de golf;[EN] Golf Courses;[EN] Golf Courses;;;;;;;;;;;;;;;;;;;;;;;;;;;
home.sectors.10.description;Home (Secteurs);Diagnostic et suivi des pathogènes des pelouses de cimetières;[EN] Cemetery lawn pathogen diagnostics and monitoring;[EN] Cemetery lawn pathogen diagnostics and monitoring;;;;;;;;;;;;;;;;;;;;;;;;;;;
home.sectors.10.name;Home (Secteurs);Pelouses de cimetières;[EN] Cemetery Lawns;[EN] Cemetery Lawns;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.catalog.description;Secteur 09 (Page);Consultez notre catalogue d'analyses pour les principaux pathogènes du gazon de golf. Nous pouvons combiner des analyses pour un profil complet ou rechercher des pathogènes spécifiques sur demande.;[EN] Check our catalog of analyses for the main golf course turf pathogens. We can combine analyses for a complete profile or search for specific pathogens on request.;[EN] Check our catalog of analyses for the main golf course turf pathogens. We can combine analyses for a complete profile or search for specific pathogens on request.;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.catalog.title;Secteur 09 (Page);Analyses Catalogue et Combinaisons Spécifiques;[EN] Catalog Analyses and Specific Combinations;[EN] Catalog Analyses and Specific Combinations;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.catchphrase;Secteur 09 (Page);En charge de l'entretien de gazons de golf; vous devez maintenir une qualité optimale tout en respectant les nouvelles réglementations environnementales.;[EN] In charge of golf course maintenance; you must maintain optimal quality while complying with new environmental regulations.;[EN] In charge of golf course maintenance; you must maintain optimal quality while complying with new environmental regulations.;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.cta.diagbox;Secteur 09 (Page);Découvrir DiagBox® Golf;[EN] Discover DiagBox® Golf;[EN] Discover DiagBox® Golf;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.development.description;Secteur 09 (Page);En collaboration avec les clubs de golf et les experts du secteur; nous développons de nouvelles méthodes pour détecter des pathogènes émergents ou spécifiques aux conditions des parcours de golf.;[EN] In collaboration with golf clubs and industry experts; we develop new methods to detect emerging pathogens specific to golf course conditions.;[EN] In collaboration with golf clubs and industry experts; we develop new methods to detect emerging pathogens specific to golf course conditions.;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.development.title;Secteur 09 (Page);Développement de Nouvelles Méthodes;[EN] Development of New Methods;[EN] Development of New Methods;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.diagbox.description;Secteur 09 (Page);Le kit clé-en-main pour prélever facilement gazon; racines ou substrat et obtenir en 48h un diagnostic précis des pathogènes présents. Anticipez les traitements et optimisez la santé de vos greens et fairways.;[EN] The turnkey kit to easily sample turf; roots; or substrate and obtain a precise diagnosis of present pathogens within 48 hours. Anticipate treatments and optimize the health of your greens and fairways.;[EN] The turnkey kit to easily sample turf; roots; or substrate and obtain a precise diagnosis of present pathogens within 48 hours. Anticipate treatments and optimize the health of your greens and fairways.;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.diagbox.title;Secteur 09 (Page);DiagBox® Golf;[EN] DiagBox® Golf;[EN] DiagBox® Golf;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.intro;Secteur 09 (Page);"**IAGE aide à préserver la qualité de vos gazons de golf et à réduire vos coûts d'entretien grâce :**
    - à ses services de **détection précoce** et précise des champignons responsables des maladies du gazon
    - à ses **recommandations** et outils de suivis adaptés aux spécificités des parcours de golf
    - au **diagnostic rapide** des pathogènes pour une intervention ciblée
    - à l'**optimisation** de vos traitements préventifs et curatifs";"[EN] IAGE helps preserve your golf course turf quality and reduce maintenance costs thanks to:
    - Early detection services and precise identification of fungi responsible for turf diseases
    - Recommendations and monitoring tools adapted to golf course specificities
    - Rapid diagnosis of pathogens for targeted intervention
    - Optimization of your preventive and curative treatments";"[EN] IAGE helps preserve your golf course turf quality and reduce maintenance costs thanks to:
    - Early detection services and precise identification of fungi responsible for turf diseases
    - Recommendations and monitoring tools adapted to golf course specificities
    - Rapid diagnosis of pathogens for targeted intervention
    - Optimization of your preventive and curative treatments";;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.09.services.title;Secteur 09 (Page);Vous vous posez des questions sur la santé de vos gazons de golf; voici nos solutions :;[EN] Questions about your golf course turf health? Here are our solutions:;[EN] Questions about your golf course turf health? Here are our solutions:;;;;;;;;;;;;;;;;;;;;;;;;;;
